id,evaluation
4223,positif
4224,positif
4225,negatif
4226,negatif
4227,positif
4228,negatif
4229,positif
4230,negatif
4231,negatif
4232,negatif
4233,positif
4234,positif
4235,positif
4236,positif
4237,positif
4238,negatif
4239,positif
4240,positif
4241,positif
4242,negatif
4243,negatif
4244,positif
4245,positif
4246,positif
4247,negatif
4248,positif
4249,negatif
4250,negatif
4251,negatif
4252,negatif
4253,negatif
4254,positif
4255,positif
4256,positif
4257,positif
4258,negatif
4259,positif
4260,negatif
4261,negatif
4262,negatif
4263,positif
4264,negatif
4265,negatif
4266,positif
4267,negatif
4268,negatif
4269,negatif
4270,positif
4271,positif
4272,positif
4273,positif
4274,negatif
4275,negatif
4276,negatif
4277,positif
4278,positif
4279,positif
4280,negatif
4281,positif
4282,positif
4283,negatif
4284,positif
4285,negatif
4286,positif
4287,positif
4288,negatif
4289,positif
4290,negatif
4291,positif
4292,negatif
4293,negatif
4294,negatif
4295,negatif
4296,negatif
4297,positif
4298,negatif
4299,negatif
4300,positif
4301,negatif
4302,positif
4303,negatif
4304,positif
4305,negatif
4306,positif
4307,positif
4308,positif
4309,positif
4310,positif
4311,positif
4312,positif
4313,negatif
4314,negatif
4315,negatif
4316,negatif
4317,positif
4318,positif
4319,positif
4320,negatif
4321,negatif
4322,negatif
4323,positif
4324,positif
4325,negatif
4326,negatif
4327,negatif
4328,negatif
4329,negatif
4330,positif
4331,positif
4332,negatif
4333,negatif
4334,positif
4335,negatif
4336,negatif
4337,negatif
4338,negatif
4339,positif
4340,negatif
4341,negatif
4342,negatif
4343,positif
4344,positif
4345,negatif
4346,negatif
4347,positif
4348,positif
4349,negatif
4350,negatif
4351,positif
4352,negatif
4353,negatif
4354,positif
4355,negatif
4356,positif
4357,positif
4358,negatif
4359,negatif
4360,negatif
4361,positif
4362,negatif
4363,negatif
4364,positif
4365,positif
4366,positif
4367,positif
4368,positif
4369,negatif
4370,positif
4371,positif
4372,positif
4373,positif
4374,positif
4375,positif
4376,positif
4377,positif
4378,negatif
4379,negatif
4380,positif
4381,positif
4382,positif
4383,positif
4384,positif
4385,negatif
4386,negatif
4387,negatif
4388,negatif
4389,positif
4390,positif
4391,positif
4392,negatif
4393,positif
4394,negatif
4395,negatif
4396,negatif
4397,positif
4398,positif
4399,negatif
4400,negatif
4401,negatif
4402,positif
4403,positif
4404,positif
4405,negatif
4406,negatif
4407,positif
4408,negatif
4409,negatif
4410,positif
4411,negatif
4412,positif
4413,negatif
4414,positif
4415,positif
4416,positif
4417,positif
4418,positif
4419,positif
4420,positif
4421,negatif
4422,negatif
4423,positif
4424,positif
4425,negatif
4426,negatif
4427,positif
4428,positif
4429,negatif
4430,positif
4431,positif
4432,negatif
4433,positif
4434,positif
4435,positif
4436,negatif
4437,positif
4438,negatif
4439,negatif
4440,positif
4441,negatif
4442,negatif
4443,negatif
4444,negatif
4445,positif
4446,positif
4447,positif
4448,positif
4449,positif
4450,negatif
4451,negatif
4452,positif
4453,positif
4454,positif
4455,negatif
4456,positif
4457,positif
4458,negatif
4459,positif
4460,negatif
4461,negatif
4462,positif
4463,positif
4464,positif
4465,negatif
4466,negatif
4467,positif
4468,negatif
4469,negatif
4470,negatif
4471,negatif
4472,positif
4473,negatif
4474,positif
4475,positif
4476,negatif
4477,negatif
4478,negatif
4479,negatif
4480,negatif
4481,positif
4482,positif
4483,positif
4484,negatif
4485,negatif
4486,positif
4487,positif
4488,negatif
4489,positif
4490,positif
4491,positif
4492,positif
4493,positif
4494,positif
4495,negatif
4496,negatif
4497,negatif
4498,negatif
4499,positif
4500,negatif
4501,positif
4502,negatif
4503,positif
4504,positif
4505,negatif
4506,negatif
4507,negatif
4508,negatif
4509,positif
4510,positif
4511,negatif
4512,positif
4513,positif
4514,negatif
4515,negatif
4516,positif
4517,negatif
4518,negatif
4519,positif
4520,negatif
4521,negatif
4522,negatif
4523,positif
4524,positif
4525,negatif
4526,negatif
4527,negatif
4528,positif
4529,positif
4530,negatif
4531,positif
4532,positif
4533,negatif
4534,negatif
4535,positif
4536,negatif
4537,negatif
4538,negatif
4539,positif
4540,negatif
4541,positif
4542,positif
4543,positif
4544,negatif
4545,negatif
4546,negatif
4547,positif
4548,positif
4549,negatif
4550,positif
4551,positif
4552,positif
4553,negatif
4554,positif
4555,negatif
4556,positif
4557,positif
4558,negatif
4559,negatif
4560,positif
4561,positif
4562,negatif
4563,positif
4564,positif
4565,positif
4566,negatif
4567,negatif
4568,negatif
4569,negatif
4570,positif
4571,positif
4572,positif
4573,negatif
4574,negatif
4575,negatif
4576,positif
4577,positif
4578,negatif
4579,positif
4580,positif
4581,negatif
4582,positif
4583,negatif
4584,negatif
4585,negatif
4586,negatif
4587,negatif
4588,negatif
4589,positif
4590,positif
4591,negatif
4592,negatif
4593,positif
4594,negatif
4595,positif
4596,negatif
4597,positif
4598,negatif
4599,positif
4600,positif
4601,positif
4602,positif
4603,negatif
4604,negatif
4605,positif
4606,negatif
4607,negatif
4608,positif
4609,positif
4610,negatif
4611,negatif
4612,positif
4613,negatif
4614,negatif
4615,negatif
4616,negatif
4617,negatif
4618,positif
4619,positif
4620,negatif
4621,positif
4622,negatif
4623,positif
4624,positif
4625,positif
4626,negatif
4627,positif
4628,positif
4629,negatif
4630,positif
4631,positif
4632,negatif
4633,negatif
4634,positif
4635,negatif
4636,negatif
4637,positif
4638,negatif
4639,positif
4640,positif
4641,negatif
4642,positif
4643,positif
4644,positif
4645,negatif
4646,negatif
4647,positif
4648,negatif
4649,negatif
4650,positif
4651,negatif
4652,negatif
4653,negatif
4654,positif
4655,positif
4656,positif
4657,positif
4658,negatif
4659,positif
4660,positif
4661,positif
4662,negatif
4663,positif
4664,positif
4665,positif
4666,negatif
4667,positif
4668,negatif
4669,negatif
4670,negatif
4671,positif
4672,positif
4673,positif
4674,positif
4675,positif
4676,positif
4677,positif
4678,positif
4679,positif
4680,positif
4681,negatif
4682,negatif
4683,positif
4684,positif
4685,positif
4686,positif
4687,negatif
4688,negatif
4689,negatif
4690,positif
4691,negatif
4692,negatif
4693,positif
4694,positif
4695,negatif
4696,negatif
4697,positif
4698,negatif
4699,negatif
4700,positif
4701,negatif
4702,positif
4703,negatif
4704,positif
4705,negatif
4706,positif
4707,negatif
4708,positif
4709,positif
4710,negatif
4711,positif
4712,positif
4713,positif
4714,positif
4715,negatif
4716,negatif
4717,positif
4718,positif
4719,positif
4720,negatif
4721,negatif
4722,positif
4723,positif
4724,negatif
4725,negatif
4726,positif
4727,negatif
4728,positif
4729,positif
4730,negatif
4731,positif
4732,negatif
4733,positif
4734,positif
4735,positif
4736,negatif
4737,positif
4738,negatif
4739,negatif
4740,negatif
4741,negatif
4742,positif
4743,negatif
4744,positif
4745,negatif
4746,negatif
4747,negatif
4748,positif
4749,negatif
4750,positif
4751,negatif
4752,negatif
4753,positif
4754,negatif
4755,positif
4756,positif
4757,negatif
4758,negatif
4759,negatif
4760,negatif
4761,positif
4762,negatif
4763,negatif
4764,positif
4765,positif
4766,negatif
4767,negatif
4768,negatif
4769,negatif
4770,positif
4771,negatif
4772,positif
4773,positif
4774,negatif
4775,negatif
4776,positif
4777,negatif
4778,negatif
4779,positif
4780,negatif
4781,negatif
4782,negatif
4783,negatif
4784,positif
4785,negatif
4786,positif
4787,negatif
4788,positif
4789,negatif
4790,positif
4791,negatif
4792,positif
4793,positif
4794,negatif
4795,positif
4796,positif
4797,negatif
4798,negatif
4799,negatif
4800,negatif
4801,positif
4802,positif
4803,positif
4804,negatif
4805,negatif
4806,positif
4807,positif
4808,negatif
4809,positif
4810,positif
4811,positif
4812,negatif
4813,negatif
4814,positif
4815,negatif
4816,negatif
4817,positif
4818,negatif
4819,positif
4820,negatif
4821,positif
4822,negatif
4823,negatif
4824,positif
4825,positif
4826,positif
4827,positif
4828,positif
4829,negatif
4830,negatif
4831,negatif
4832,negatif
4833,negatif
4834,negatif
4835,positif
4836,positif
4837,positif
4838,negatif
4839,positif
4840,negatif
4841,negatif
4842,negatif
4843,negatif
4844,negatif
4845,negatif
4846,negatif
4847,negatif
4848,negatif
4849,negatif
4850,negatif
4851,negatif
4852,negatif
4853,negatif
4854,negatif
4855,negatif
4856,positif
4857,positif
4858,positif
4859,negatif
4860,positif
4861,positif
4862,negatif
4863,positif
4864,negatif
4865,positif
4866,positif
4867,negatif
4868,positif
4869,negatif
4870,positif
4871,negatif
4872,negatif
4873,negatif
4874,negatif
4875,positif
4876,negatif
4877,positif
4878,negatif
4879,negatif
4880,positif
4881,negatif
4882,negatif
4883,positif
4884,negatif
4885,negatif
4886,positif
4887,negatif
4888,negatif
4889,negatif
4890,positif
4891,positif
4892,negatif
4893,negatif
4894,negatif
4895,negatif
4896,negatif
4897,negatif
4898,positif
4899,negatif
4900,negatif
4901,positif
4902,positif
4903,negatif
4904,positif
4905,positif
4906,negatif
4907,negatif
4908,positif
4909,negatif
4910,positif
4911,negatif
4912,positif
4913,positif
4914,positif
4915,positif
4916,negatif
4917,positif
4918,positif
4919,positif
4920,negatif
4921,positif
4922,positif
4923,negatif
4924,positif
4925,negatif
4926,positif
4927,negatif
4928,negatif
4929,negatif
4930,negatif
4931,positif
4932,negatif
4933,positif
4934,negatif
4935,positif
4936,positif
4937,positif
4938,positif
4939,negatif
4940,positif
4941,negatif
4942,positif
4943,negatif
4944,positif
4945,positif
4946,negatif
4947,positif
4948,negatif
4949,positif
4950,negatif
4951,positif
4952,positif
4953,negatif
4954,positif
4955,negatif
4956,negatif
4957,positif
4958,positif
4959,negatif
4960,negatif
4961,negatif
4962,negatif
4963,negatif
4964,negatif
4965,negatif
4966,negatif
4967,positif
4968,negatif
4969,negatif
4970,positif
4971,negatif
4972,positif
4973,negatif
4974,positif
4975,positif
4976,positif
4977,negatif
4978,negatif
4979,positif
4980,negatif
4981,negatif
4982,negatif
4983,negatif
4984,positif
4985,negatif
4986,positif
4987,negatif
4988,negatif
4989,negatif
4990,positif
4991,positif
4992,positif
4993,positif
4994,negatif
4995,positif
4996,negatif
4997,positif
4998,negatif
4999,negatif
5000,positif
5001,negatif
5002,negatif
5003,positif
5004,negatif
5005,negatif
5006,negatif
5007,negatif
5008,negatif
5009,negatif
5010,positif
5011,negatif
5012,positif
5013,negatif
5014,positif
5015,positif
5016,negatif
5017,negatif
5018,positif
5019,positif
5020,negatif
5021,negatif
5022,positif
5023,negatif
5024,negatif
5025,positif
5026,negatif
5027,negatif
5028,positif
5029,negatif
5030,negatif
5031,negatif
5032,positif
5033,negatif
5034,negatif
5035,positif
5036,positif
5037,negatif
5038,negatif
5039,positif
5040,negatif
5041,positif
5042,positif
5043,negatif
5044,positif
5045,negatif
5046,positif
5047,negatif
5048,positif
5049,positif
5050,negatif
5051,negatif
5052,negatif
5053,positif
5054,negatif
5055,positif
5056,negatif
5057,positif
5058,negatif
5059,positif
5060,negatif
5061,positif
5062,negatif
5063,positif
5064,positif
5065,positif
5066,negatif
5067,negatif
5068,negatif
5069,negatif
5070,negatif
5071,negatif
5072,positif
5073,positif
5074,negatif
5075,positif
5076,negatif
5077,positif
5078,positif
5079,negatif
5080,positif
5081,positif
5082,negatif
5083,positif
5084,positif
5085,positif
5086,negatif
5087,positif
5088,negatif
5089,positif
5090,negatif
5091,positif
5092,positif
5093,negatif
5094,negatif
5095,negatif
5096,positif
5097,positif
5098,positif
5099,negatif
5100,negatif
5101,positif
5102,positif
5103,positif
5104,positif
5105,negatif
5106,negatif
5107,negatif
5108,negatif
5109,negatif
5110,negatif
5111,negatif
5112,positif
5113,negatif
5114,positif
5115,negatif
5116,negatif
5117,negatif
5118,negatif
5119,negatif
5120,positif
5121,positif
5122,positif
5123,positif
5124,negatif
5125,negatif
5126,negatif
5127,positif
5128,positif
5129,negatif
5130,positif
5131,positif
5132,positif
5133,negatif
5134,negatif
5135,negatif
5136,negatif
5137,negatif
5138,negatif
5139,negatif
5140,negatif
5141,negatif
5142,negatif
5143,negatif
5144,positif
5145,positif
5146,negatif
5147,negatif
5148,negatif
5149,negatif
5150,positif
5151,positif
5152,negatif
5153,positif
5154,negatif
5155,positif
5156,negatif
5157,negatif
5158,positif
5159,negatif
5160,positif
5161,positif
5162,positif
5163,positif
5164,negatif
5165,positif
5166,positif
5167,negatif
5168,positif
5169,negatif
5170,positif
5171,positif
5172,negatif
5173,negatif
5174,positif
5175,positif
5176,positif
5177,positif
5178,positif
5179,negatif
5180,positif
5181,negatif
5182,negatif
5183,negatif
5184,negatif
5185,positif
5186,positif
5187,negatif
5188,positif
5189,negatif
5190,negatif
5191,positif
5192,positif
5193,positif
5194,negatif
5195,positif
5196,negatif
5197,positif
5198,negatif
5199,positif
5200,positif
5201,positif
5202,negatif
5203,negatif
5204,positif
5205,positif
5206,positif
5207,negatif
5208,positif
5209,negatif
5210,positif
5211,positif
5212,positif
5213,negatif
5214,negatif
5215,negatif
5216,positif
5217,positif
5218,negatif
5219,negatif
5220,negatif
5221,positif
5222,negatif
5223,negatif
5224,positif
5225,negatif
5226,negatif
5227,negatif
5228,positif
5229,negatif
5230,negatif
5231,positif
5232,negatif
5233,positif
5234,positif
5235,positif
5236,negatif
5237,negatif
5238,positif
5239,negatif
5240,positif
5241,positif
5242,negatif
5243,negatif
5244,positif
5245,positif
5246,negatif
5247,positif
5248,negatif
5249,positif
5250,positif
5251,positif
5252,positif
5253,negatif
5254,negatif
5255,negatif
5256,negatif
5257,positif
5258,positif
5259,negatif
5260,negatif
5261,positif
5262,positif
5263,positif
5264,negatif
5265,negatif
5266,positif
5267,positif
5268,negatif
5269,negatif
5270,positif
5271,negatif
5272,negatif
5273,positif
5274,negatif
5275,negatif
5276,negatif
5277,negatif
5278,positif
5279,positif
5280,negatif
5281,negatif
5282,negatif
5283,positif
5284,positif
5285,positif
5286,negatif
5287,negatif
5288,negatif
5289,positif
5290,positif
5291,negatif
5292,negatif
5293,positif
5294,negatif
5295,positif
5296,positif
5297,negatif
5298,negatif
5299,positif
5300,negatif
5301,negatif
5302,negatif
5303,positif
5304,positif
5305,positif
5306,positif
5307,negatif
5308,negatif
5309,negatif
5310,positif
5311,positif
5312,positif
5313,positif
5314,negatif
5315,negatif
5316,negatif
5317,negatif
5318,negatif
5319,negatif
5320,negatif
5321,positif
5322,positif
5323,negatif
5324,negatif
5325,negatif
5326,negatif
5327,positif
5328,negatif
5329,negatif
5330,positif
5331,negatif
5332,positif
5333,positif
5334,positif
5335,positif
5336,positif
5337,negatif
5338,positif
5339,positif
5340,negatif
5341,negatif
5342,positif
5343,negatif
5344,negatif
5345,positif
5346,negatif
5347,positif
5348,positif
5349,negatif
5350,negatif
5351,negatif
5352,negatif
5353,positif
5354,negatif
5355,negatif
5356,negatif
5357,positif
5358,positif
5359,negatif
5360,negatif
5361,negatif
5362,negatif
5363,positif
5364,negatif
5365,negatif
5366,negatif
5367,negatif
5368,positif
5369,negatif
5370,positif
5371,negatif
5372,positif
5373,negatif
5374,positif
5375,positif
5376,positif
5377,negatif
5378,negatif
5379,positif
5380,negatif
5381,negatif
5382,positif
5383,negatif
5384,negatif
5385,positif
5386,negatif
5387,positif
5388,positif
5389,negatif
5390,negatif
5391,positif
5392,negatif
5393,positif
5394,negatif
5395,negatif
5396,negatif
5397,positif
5398,positif
5399,negatif
5400,negatif
5401,negatif
5402,positif
5403,positif
5404,positif
5405,negatif
5406,negatif
5407,negatif
5408,positif
5409,positif
5410,positif
5411,positif
5412,positif
5413,negatif
5414,positif
5415,positif
5416,negatif
5417,positif
5418,negatif
5419,negatif
5420,positif
5421,positif
5422,positif
5423,positif
5424,positif
5425,negatif
5426,negatif
5427,negatif
5428,negatif
5429,positif
5430,positif
5431,positif
5432,positif
5433,negatif
5434,negatif
5435,negatif
5436,negatif
5437,positif
5438,negatif
5439,positif
5440,positif
5441,positif
5442,positif
5443,negatif
5444,positif
5445,positif
5446,negatif
5447,negatif
5448,negatif
5449,positif
5450,negatif
5451,positif
5452,positif
5453,negatif
5454,positif
5455,negatif
5456,negatif
5457,negatif
5458,negatif
5459,negatif
5460,negatif
5461,negatif
5462,positif
5463,positif
5464,negatif
5465,positif
5466,negatif
5467,positif
5468,positif
5469,positif
5470,negatif
5471,negatif
5472,negatif
5473,negatif
5474,negatif
5475,negatif
5476,negatif
5477,negatif
5478,positif
5479,positif
5480,positif
5481,negatif
5482,negatif
5483,positif
5484,positif
5485,positif
5486,positif
5487,negatif
5488,negatif
5489,negatif
5490,negatif
5491,negatif
5492,negatif
5493,positif
5494,negatif
5495,negatif
5496,negatif
5497,negatif
5498,positif
5499,positif
5500,negatif
5501,negatif
5502,negatif
5503,negatif
5504,negatif
5505,positif
5506,positif
5507,positif
5508,positif
5509,positif
5510,positif
5511,negatif
5512,positif
5513,negatif
5514,positif
5515,negatif
5516,negatif
5517,negatif
5518,negatif
5519,negatif
5520,positif
5521,negatif
5522,negatif
5523,negatif
5524,positif
5525,negatif
5526,positif
5527,positif
5528,positif
5529,positif
5530,negatif
5531,negatif
5532,negatif
5533,positif
5534,positif
5535,negatif
5536,negatif
5537,negatif
5538,positif
5539,negatif
5540,negatif
5541,negatif
5542,positif
5543,negatif
5544,positif
5545,negatif
5546,positif
5547,positif
5548,negatif
5549,positif
5550,negatif
5551,negatif
5552,negatif
5553,positif
5554,positif
5555,negatif
5556,positif
5557,negatif
5558,negatif
5559,positif
5560,negatif
5561,positif
5562,positif
5563,negatif
5564,positif
5565,positif
5566,negatif
5567,positif
5568,positif
5569,negatif
5570,positif
5571,negatif
5572,negatif
5573,negatif
5574,negatif
5575,negatif
5576,positif
5577,positif
5578,positif
5579,negatif
5580,positif
5581,negatif
5582,negatif
5583,negatif
5584,negatif
5585,positif
5586,negatif
5587,positif
5588,negatif
5589,negatif
5590,negatif
5591,negatif
5592,positif
5593,negatif
5594,negatif
5595,negatif
5596,negatif
5597,negatif
5598,negatif
5599,negatif
5600,negatif
5601,positif
5602,negatif
5603,positif
5604,negatif
5605,negatif
5606,negatif
5607,negatif
5608,negatif
5609,positif
5610,positif
5611,positif
5612,negatif
5613,positif
5614,positif
5615,negatif
5616,negatif
5617,positif
5618,negatif
5619,negatif
5620,negatif
5621,positif
5622,positif
5623,negatif
5624,negatif
5625,negatif
5626,negatif
5627,positif
5628,positif
5629,negatif
5630,positif
5631,positif
5632,negatif
5633,positif
5634,positif
5635,negatif
5636,positif
5637,positif
5638,positif
5639,positif
5640,negatif
5641,positif
5642,negatif
5643,negatif
5644,positif
5645,negatif
5646,positif
5647,negatif
5648,positif
5649,positif
5650,positif
5651,positif
5652,negatif
5653,positif
5654,negatif
5655,positif
5656,negatif
5657,negatif
5658,positif
5659,positif
5660,positif
5661,negatif
5662,positif
5663,negatif
5664,positif
5665,negatif
5666,negatif
5667,positif
5668,positif
5669,negatif
5670,positif
5671,negatif
5672,negatif
5673,negatif
5674,negatif
5675,negatif
5676,negatif
5677,negatif
5678,negatif
5679,negatif
5680,negatif
5681,negatif
5682,negatif
5683,negatif
5684,negatif
5685,positif
5686,negatif
5687,negatif
5688,positif
5689,positif
5690,negatif
5691,negatif
5692,negatif
5693,negatif
5694,negatif
5695,negatif
5696,positif
5697,negatif
5698,positif
5699,negatif
5700,negatif
5701,negatif
5702,positif
5703,positif
5704,negatif
5705,positif
5706,positif
5707,positif
5708,negatif
5709,negatif
5710,positif
5711,positif
5712,positif
5713,positif
5714,negatif
5715,negatif
5716,negatif
5717,positif
5718,positif
5719,negatif
5720,positif
5721,positif
5722,positif
5723,negatif
5724,positif
5725,negatif
5726,negatif
5727,positif
5728,negatif
5729,positif
5730,positif
5731,negatif
5732,negatif
5733,negatif
5734,negatif
5735,positif
5736,negatif
5737,negatif
5738,positif
5739,positif
5740,positif
5741,negatif
5742,positif
5743,negatif
5744,negatif
5745,negatif
5746,positif
5747,negatif
5748,negatif
5749,positif
5750,negatif
5751,positif
5752,positif
5753,positif
5754,positif
5755,positif
5756,positif
5757,positif
5758,negatif
5759,positif
5760,negatif
5761,positif
5762,negatif
5763,negatif
5764,positif
5765,positif
5766,positif
5767,negatif
5768,positif
5769,positif
5770,negatif
5771,positif
5772,negatif
5773,positif
5774,negatif
5775,negatif
5776,negatif
5777,positif
5778,negatif
5779,negatif
5780,negatif
5781,negatif
5782,positif
5783,negatif
5784,negatif
5785,negatif
5786,negatif
5787,positif
5788,negatif
5789,positif
5790,negatif
5791,negatif
5792,positif
5793,positif
5794,positif
5795,negatif
5796,positif
5797,negatif
5798,negatif
5799,negatif
5800,positif
5801,negatif
5802,negatif
5803,positif
5804,positif
5805,positif
5806,positif
5807,positif
5808,positif
5809,negatif
5810,negatif
5811,negatif
5812,positif
5813,negatif
5814,positif
5815,negatif
5816,positif
5817,negatif
5818,negatif
5819,positif
5820,positif
5821,positif
5822,negatif
5823,positif
5824,positif
5825,negatif
5826,positif
5827,positif
5828,positif
5829,positif
5830,positif
5831,positif
5832,positif
5833,negatif
5834,negatif
5835,negatif
5836,positif
5837,negatif
5838,positif
5839,positif
5840,positif
5841,negatif
5842,positif
5843,positif
5844,negatif
5845,negatif
5846,negatif
5847,negatif
5848,negatif
5849,positif
5850,positif
5851,positif
5852,positif
5853,negatif
5854,negatif
5855,negatif
5856,positif
5857,positif
5858,positif
5859,positif
5860,positif
5861,positif
5862,negatif
5863,negatif
5864,positif
5865,negatif
5866,negatif
5867,positif
5868,negatif
5869,positif
5870,negatif
5871,negatif
5872,negatif
5873,positif
5874,positif
5875,negatif
5876,positif
5877,positif
5878,positif
5879,positif
5880,positif
5881,positif
5882,negatif
5883,negatif
5884,negatif
5885,negatif
5886,positif
5887,positif
5888,positif
5889,positif
5890,negatif
5891,negatif
5892,positif
5893,positif
5894,positif
5895,negatif
5896,positif
5897,negatif
5898,positif
5899,positif
5900,positif
5901,negatif
5902,negatif
5903,positif
5904,negatif
5905,negatif
5906,positif
5907,negatif
5908,negatif
5909,positif
5910,negatif
5911,positif
5912,negatif
5913,negatif
5914,negatif
5915,positif
5916,negatif
5917,positif
5918,positif
5919,positif
5920,positif
5921,positif
5922,negatif
5923,positif
5924,negatif
5925,negatif
5926,negatif
5927,negatif
5928,negatif
5929,positif
5930,positif
5931,negatif
5932,negatif
5933,negatif
5934,negatif
5935,negatif
5936,negatif
5937,negatif
5938,negatif
5939,positif
5940,negatif
5941,positif
5942,positif
5943,positif
5944,negatif
5945,positif
5946,negatif
5947,negatif
5948,positif
5949,positif
5950,negatif
5951,positif
5952,negatif
5953,positif
5954,negatif
5955,positif
5956,positif
5957,positif
5958,positif
5959,positif
5960,negatif
5961,negatif
5962,positif
5963,positif
5964,positif
5965,positif
5966,negatif
5967,positif
5968,negatif
5969,negatif
5970,negatif
5971,negatif
5972,negatif
5973,negatif
5974,negatif
5975,negatif
5976,positif
5977,positif
5978,negatif
5979,negatif
5980,positif
5981,positif
5982,negatif
5983,negatif
5984,positif
5985,negatif
5986,positif
5987,negatif
5988,positif
5989,positif
5990,negatif
5991,positif
5992,negatif
5993,positif
5994,positif
5995,positif
5996,negatif
5997,negatif
5998,positif
5999,negatif
6000,positif
6001,positif
6002,negatif
6003,positif
6004,negatif
6005,negatif
6006,negatif
6007,negatif
6008,negatif
6009,negatif
6010,negatif
6011,negatif
6012,negatif
6013,positif
6014,negatif
6015,negatif
6016,negatif
6017,positif
6018,negatif
6019,negatif
6020,negatif
6021,negatif
6022,positif
6023,positif
6024,negatif
6025,positif
6026,negatif
6027,negatif
6028,positif
6029,positif
6030,negatif
6031,positif
6032,positif
6033,positif
6034,negatif
6035,negatif
6036,positif
6037,positif
6038,negatif
6039,positif
6040,positif
6041,negatif
6042,positif
6043,negatif
6044,positif
6045,negatif
6046,negatif
6047,negatif
6048,negatif
6049,negatif
6050,negatif
6051,positif
6052,positif
6053,positif
6054,negatif
6055,negatif
6056,positif
6057,negatif
6058,negatif
6059,positif
6060,negatif
6061,negatif
6062,negatif
6063,negatif
6064,positif
6065,positif
6066,positif
6067,negatif
6068,positif
6069,negatif
6070,positif
6071,negatif
6072,positif
6073,negatif
6074,positif
6075,negatif
6076,positif
6077,negatif
6078,negatif
6079,negatif
6080,positif
6081,negatif
6082,positif
6083,positif
6084,negatif
6085,positif
6086,negatif
6087,negatif
6088,positif
6089,positif
6090,negatif
6091,negatif
6092,negatif
6093,positif
6094,positif
6095,negatif
6096,positif
6097,negatif
6098,negatif
6099,negatif
6100,positif
6101,negatif
6102,positif
6103,negatif
6104,positif
6105,positif
6106,positif
6107,positif
6108,positif
6109,positif
6110,positif
6111,negatif
6112,negatif
6113,negatif
6114,negatif
6115,negatif
6116,negatif
6117,positif
6118,negatif
6119,positif
6120,positif
6121,positif
6122,positif
6123,negatif
6124,positif
6125,negatif
6126,positif
6127,negatif
6128,negatif
6129,positif
6130,positif
6131,positif
6132,negatif
6133,negatif
6134,negatif
6135,positif
6136,negatif
6137,negatif
6138,negatif
6139,positif
6140,positif
6141,negatif
6142,positif
6143,negatif
6144,positif
6145,positif
6146,negatif
6147,negatif
6148,positif
6149,positif
6150,negatif
6151,negatif
6152,positif
6153,positif
6154,positif
6155,positif
6156,negatif
6157,negatif
6158,negatif
6159,positif
6160,positif
6161,negatif
6162,positif
6163,positif
6164,negatif
6165,positif
6166,negatif
6167,positif
6168,negatif
6169,negatif
6170,negatif
6171,positif
6172,positif
6173,positif
6174,positif
6175,negatif
6176,negatif
6177,positif
6178,negatif
6179,negatif
6180,negatif
6181,negatif
6182,positif
6183,negatif
6184,negatif
6185,negatif
6186,negatif
6187,negatif
6188,positif
6189,negatif
6190,negatif
6191,negatif
6192,positif
6193,positif
6194,negatif
6195,positif
6196,negatif
6197,positif
6198,positif
6199,positif
6200,positif
6201,positif
6202,negatif
6203,negatif
6204,negatif
6205,positif
6206,negatif
6207,positif
6208,negatif
6209,negatif
6210,negatif
6211,negatif
6212,positif
6213,negatif
6214,positif
6215,positif
6216,positif
6217,positif
6218,positif
6219,positif
6220,negatif
6221,positif
6222,positif
6223,negatif
6224,negatif
6225,negatif
6226,negatif
6227,positif
6228,negatif
6229,positif
6230,negatif
6231,positif
6232,negatif
6233,positif
6234,negatif
6235,negatif
6236,positif
6237,positif
6238,positif
6239,negatif
6240,positif
6241,positif
6242,positif
6243,positif
6244,positif
6245,negatif
6246,positif
6247,positif
6248,negatif
6249,positif
6250,negatif
6251,negatif
6252,positif
6253,negatif
6254,positif
6255,positif
6256,negatif
6257,positif
6258,negatif
6259,positif
6260,positif
6261,negatif
6262,negatif
6263,positif
6264,negatif
6265,positif
6266,negatif
6267,negatif
6268,positif
6269,negatif
6270,positif
6271,negatif
6272,negatif
6273,positif
6274,positif
6275,negatif
6276,negatif
6277,negatif
6278,negatif
6279,positif
6280,positif
6281,negatif
6282,positif
6283,negatif
6284,negatif
6285,negatif
6286,negatif
6287,positif
6288,negatif
6289,negatif
6290,positif
6291,negatif
6292,positif
6293,negatif
6294,positif
6295,positif
6296,positif
6297,positif
6298,positif
6299,negatif
6300,positif
6301,negatif
6302,negatif
6303,negatif
6304,positif
6305,positif
6306,negatif
6307,positif
6308,positif
6309,positif
6310,negatif
6311,positif
6312,negatif
6313,positif
6314,positif
6315,negatif
6316,negatif
6317,negatif
6318,positif
6319,negatif
6320,positif
6321,positif
6322,positif
6323,negatif
6324,positif
6325,negatif
6326,negatif
6327,negatif
6328,positif
6329,positif
6330,negatif
6331,negatif
6332,positif
6333,negatif
6334,negatif
6335,positif
6336,negatif
6337,positif
6338,negatif
6339,positif
6340,negatif
6341,negatif
6342,positif
6343,positif
6344,negatif
6345,negatif
6346,negatif
6347,positif
6348,negatif
6349,positif
6350,positif
6351,negatif
6352,negatif
6353,positif
6354,negatif
6355,positif
6356,positif
6357,negatif
6358,positif
6359,positif
6360,positif
6361,negatif
6362,positif
6363,positif
6364,negatif
6365,positif
6366,negatif
6367,positif
